Handle,Title,Description,Vendor,Status,Published on online store,SKU,Option1 Name,Option1 Value,Option2 Value,Option3 Value,Price,Cost per item,Inventory tracker,Inventory quantity,Continue selling when out of stock,Requires shipping,Fulfillment service,Tags,RLF inventory (product.metafields.custom.rlf_inventory),IMM inventory (product.metafields.custom.imm_inventory),Wholesale price (product.metafields.custom.wholesale_price),Legacy WHSE (product.metafields.custom.legacy_whse)
acc-chain-ch-5x45,CHROME CHAIN 5x45mm (Metre) - A7,,,draft,false,+ACC CHAIN CH 5x45,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
acc-chain-ch-5x52,CHROME CHAIN 5x52MM (Metre) - A7,,,draft,false,+ACC CHAIN CH 5x52,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
acc-chain-ch-6x45,CHROME CHAIN 6x45mm (Metre),,,draft,false,+ACC CHAIN CH 6x45,Default Title,Default Title,,,0,0,shopify,28,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,28
acc-chain-ch-6x48,CHROME CHAIN 6x48mm (Metre) - A7,,,draft,false,+ACC CHAIN CH 6x48,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
acc-chain-ch-7x50,CHROME CHAIN 7x50mm (Metre),,,draft,false,+ACC CHAIN CH 7x50,Default Title,Default Title,,,0,0,shopify,25,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,25
acc-chain-chr,CHROME CHAIN (METRE) - A7,,,active,true,+ACC CHAIN CHR,Default Title,Default Title,,,20,5.7,shopify,0,deny,true,manual,legacy-import,0,0,10,0
acc-chain-et-a6,ET CHAIN - 6 (PER METRE),,,draft,false,+ACC CHAIN ET - A6,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
acc-chain-gd-3x40,GOLD PLEATED CHAIN 3x40mm (Metre),,,draft,false,+ACC CHAIN GD 3x40,Default Title,Default Title,,,0,0,shopify,4,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,4
acc-chain-gd-4x45,GOLD PLATED CHAIN 4X45MM (METRE),,,draft,false,+ACC CHAIN GD 4x45,Default Title,Default Title,,,0,0,shopify,99,deny,true,manual,"legacy-import, legacy-zero-retail, legacy-fractional-whse",0,0,0,99.5
acc-chain-gd-4x50,GOLD PLATED CHAIN 4x50mm (Metre) - NW,,,draft,false,+ACC CHAIN GD 4x50,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
acc-chain-gd-5x50,GOLD PLATED CHAIN 5x50mm (Metre),,,draft,false,+ACC CHAIN GD 5x50,Default Title,Default Title,,,0,0,shopify,50,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,50
acc-chain-gd-6x40,GOLD PLATED CHAIN 6x40mm (Metre),,,draft,false,+ACC CHAIN GD 6x40,Default Title,Default Title,,,0,0,shopify,1,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,1
acc-chain-gold,GOLD PLATED CHAIN (FEET) -ALC,,,active,true,+ACC CHAIN GOLD,Default Title,Default Title,,,22,7.5,shopify,0,deny,true,manual,legacy-import,0,0,10,0
acc-clip-13mm,13MM PLASTIC MOUNTING CLIP FOR ROPELIGHT,,,active,true,+ACC CLIP 13MM,Default Title,Default Title,,,0.5,0.12,shopify,4,deny,true,manual,legacy-import,0,0,0,4
acc-clip-t5-u,T5 U-CLIP FOR CIRCULAR TUBES,,,active,true,+ACC CLIP T5 (U),Default Title,Default Title,,,0.3,0.06,shopify,196,deny,true,manual,legacy-import,0,0,0,196
acc-dmx-512-deco-der,A109 ACC DMX 512 Decoder,,,draft,false,+ACC DMX 512 DECO DER,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",1,0,0,0
acc-ec-8mm-1,A109 ACC EC-8MM-1 End Cap for 8MM COB/SMD strip,,,draft,false,+ACC EC-8MM-1,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",50,0,0,0
acc-elcb-ce240b,HAGER CE240B 40A 100MA 2P ELCB,,,draft,false,+ACC ELCB CE240B,Default Title,Default Title,,,0,28.5,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
acc-elcb240b,HAGER CD240B 40A 30MA 2P ELCB,,CHOOCHIANG,draft,false,+ACC ELCB240B,Default Title,Default Title,,,0,23,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
acc-fl-bk-switch,FLOOR LAMP SWITCH BK (ON-OFF),,,active,true,+ACC FL/BK SWITCH,Default Title,Default Title,,,25,3,shopify,17,deny,true,manual,legacy-import,1,0,0,17
acc-fl-wh-switch,FLOOR LAMP SWITCH WHITE (ON-OFF),,,active,true,+ACC FL/WH SWITCH,Default Title,Default Title,,,25,3,shopify,7,deny,true,manual,legacy-import,0,0,0,7
acc-glass-bits,GLASS CRYSTAL BITS,,,active,true,+ACC GLASS BITS,Default Title,Default Title,,,2,0.18,shopify,160,deny,true,manual,legacy-import,0,0,0,160
acc-holder-3xe27,3XE27 BLACK LAMPHOLDER -LF,,,active,true,+ACC HOLDER 3XE27,Default Title,Default Title,,,15,2.1,shopify,297,deny,true,manual,legacy-import,0,0,5,297
acc-holder-3xe2-7wh,3XE27 WHITE LAMPHOLDER -LF,,,draft,false,+ACC HOLDER 3XE2 7WH,Default Title,Default Title,,,0,3.6,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail, legacy-negative-whse",0,0,0,-4
acc-holder-4xe27,4XE27 BLACK LAMPHOLDER -LF,,,active,true,+ACC HOLDER 4XE27,Default Title,Default Title,,,18,2.7,shopify,12,deny,true,manual,legacy-import,0,0,6,12
acc-holder-4xe2-7wh,4 X E27 WHITE LAMPHOLDER -LF,,,active,true,+ACC HOLDER 4XE2 7WH,Default Title,Default Title,,,18,2.7,shopify,73,deny,true,manual,legacy-import,0,0,6,73
acc-holder-5xe27,5XE27 BLACK LAMPHOLDER -LF,,,active,true,+ACC HOLDER 5XE27,Default Title,Default Title,,,22,3.45,shopify,2,deny,true,manual,legacy-import,0,0,8,2
acc-holder-5xe2-7wh,5 X E27 WHITE LAMPHOLDER -LF,,,active,true,+ACC HOLDER 5XE2 7WH,Default Title,Default Title,,,22,3.45,shopify,55,deny,true,manual,legacy-import,0,0,8,55
acc-ip-sc-2pin-8m-m-b,A109 ACC IP-SC-2PIN-8MM-B Waterproof puncture: single end,,,draft,false,+ACC IP-SC-2PIN-8M M-B,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",20,0,0,0
acc-ip-sc-2pin-8m-m-c,A109 ACC IP-SC-2PIN-8MM-C Waterproof puncture: middle,,,draft,false,+ACC IP-SC-2PIN-8M M-C,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",10,0,0,0
acc-ip-sc-2pin-8m-m-l,A109 ACC IP-SC-2PIN-8MM-L Waterproof L connector for 8mm,,,draft,false,+ACC IP-SC-2PIN-8M M-L,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",10,0,0,0
acc-mcb240b6-hg,HAGER MT240 MCB DP 40A 'B' 6KA,,CHOOCHIANG,draft,false,+ACC MCB240B6.HG,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
acc-pole750,"GALVANIZED STEEL POLE PU BLACK (H750mm, Dia60mm)-",,,active,true,+ACC POLE750,Default Title,Default Title,,,180,80,shopify,0,deny,true,manual,legacy-import,0,0,0,0
acc-sc-2pin-5mm-l,A109 ACC L connector for 5MM IP20 COB strip 2Pin,,,draft,false,+ACC SC-2PIN-5MM-L,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",99,0,0,0
acc-sc-2pin-5mm-str,A109 ACC clear connector for 5MM COB strip 2PIN STRAIGHT,,,draft,false,+ACC SC-2PIN-5MM-STR,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",50,0,0,0
acc-sc-2pin-5mm-t,A109 ACC T connector for 5MM IP20 COB strip 2 Pin,,,draft,false,+ACC SC-2PIN-5MM-T,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
acc-screened-ca-ble,ACC SCREENED CABLE,,LASER ACE,draft,false,+ACC SCREENED CA BLE,Default Title,Default Title,,,0,0,shopify,3000,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,3000
acc-sleeve-gd,CANDLE SLEEVE (GOLD) 25X55MM,,,active,true,+ACC SLEEVE GD,Default Title,Default Title,,,4,0.9,shopify,24,deny,true,manual,legacy-import,0,0,0,24
acc-spike-globe,SPIKE FOR GLOBE (D60MM),,,active,true,+ACC SPIKE (GLOBE),Default Title,Default Title,,,25,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
acc-steel-wire,STEEL WIRE (METRE)-IID,,,active,true,+ACC STEEL WIRE,Default Title,Default Title,,,6,0,shopify,1729,deny,true,manual,legacy-import,0,0,0,1729
acc-tl-std-base,Silver Stand(Ht300mm) & Base(Dia193mm) for,,,draft,false,+ACC TL STD/BASE,Default Title,Default Title,,,0,12,shopify,3,deny,true,manual,"legacy-import, legacy-zero-retail",1,0,0,3
acc-tl-bk-switch,TABLE LAMP SWITCH BK (ON-OFF),,,active,true,+ACC TL/BK SWITCH,Default Title,Default Title,,,12,2.1,shopify,39,deny,true,manual,legacy-import,-3,0,0,39
acc-tl-cl-switch,TABLE LAMP SWITCH CLEAR (ON-OFF),,,active,true,+ACC TL/CL SWITCH,Default Title,Default Title,,,12,2.1,shopify,29,deny,true,manual,legacy-import,4,0,0,29
acc-tl-dimmer-bk,TABLE LAMP DIMMER SWITCH (BLACK),,,active,true,+ACC TL/DIMMER BK,Default Title,Default Title,,,20,3,shopify,21,deny,true,manual,legacy-import,5,0,0,21
acc-tl-dimmer-cl,TABLE LAMP DIMMER SWITCH (CLEAR),,,active,true,+ACC TL/DIMMER CL,Default Title,Default Title,,,25,3,shopify,40,deny,true,manual,legacy-import,0,0,0,40
acc-tl-dimmer-gd,TABLE LAMP DIMMER SWITCH (GOLD),,,active,true,+ACC TL/DIMMER GD,Default Title,Default Title,,,25,3,shopify,15,deny,true,manual,legacy-import,4,0,0,15
acc-tl-dimmer-wh,TABLE LAMP DIMMER SWITCH (WHITE),,,active,true,+ACC TL/DIMMER WH,Default Title,Default Title,,,25,3,shopify,10,deny,true,manual,legacy-import,3,0,0,10
acc-u-clip,U-CLIP (AAG),,NME,active,true,+ACC U-CLIP,Default Title,Default Title,,,0.6,0.18,shopify,6,deny,true,manual,legacy-import,36,0,0,6
acc-wire,WIRE (ACC.),,,draft,false,+ACC WIRE,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail, legacy-negative-whse",-3,0,0,-24
acc-wire-gold,VDE 3 CORE GOLD WIRE(METRE) - NW,,,active,true,+ACC WIRE GOLD,Default Title,Default Title,,,6,0,shopify,102,deny,true,manual,"legacy-import, legacy-fractional-whse",0,0,0,102.5
b-dk-11e,DK-11E ELECTRONIC SWITCH (A73),,,active,true,+B DK-11E,Default Title,Default Title,,,18,0,shopify,9,deny,true,manual,legacy-import,-3,0,0,9
b-eb-cdmtm20w-ph,ELECTRONIC BALLAST HID-PVM 020/CDM HPF FOR CDM-,,MIE,draft,false,+B EB CDMTM20W PH,Default Title,Default Title,,,0,43,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
b-eb-fbc136,ELECTRONIC BALLAST FBC 1X36W - VOSSLOH,,ES TEAM,draft,false,+B EB FBC136,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail, legacy-negative-whse",7,0,0,-1
b-eb-fbc236-vos,ELECTRONIC BALLAST FBC 2X36W - VOSSLOH,,ES TEAM,draft,false,+B EB FBC236 VOS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-eb-t5-2x28-54-da-li,TRIDONIC PCA ELECTRONIC BALLAST 2X28/54 T5 ECO IP -,,LUMITRON,draft,false,+B EB T5 2X28/54 DA LI,Default Title,Default Title,,,0,55,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
b-eb-t5-he,ELECTRONIC BALLAST T5/EL1X14-35W - HELVAR,,,draft,false,+B EB T5 HE,Default Title,Default Title,,,0,0,shopify,37,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,37
b-eb-t5-114-vos,VOS-SWB ELECTRONIC BALLAST T5 ELXC 1x14W,,ES TEAM,draft,false,+B EB T5/114 VOS,Default Title,Default Title,,,0,0,shopify,2,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,2
b-eb-t5-128-vos,VOS-SWB ELECTRONIC BALLAST T5 1x28W (540499),,ES TEAM,draft,false,+B EB T5/128 VOS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-eb-t5-14w-philips,ELECTRONIC BALLAST T5 14W - PHILIPS (EBC 9137 131,,EXPORT,draft,false,+B EB T5/14W PHILIPS,Default Title,Default Title,,,0,0,shopify,9,deny,true,manual,"legacy-import, legacy-zero-retail",10,0,0,9
b-eb-t5-14w-28w,T5 14W-28W (5028) ELECTRONIC BALLAST (BENTE),,,active,true,+B EB T5/14W-28W,Default Title,Default Title,,,10,1.56,shopify,142,deny,true,manual,legacy-import,2,0,0,142
b-eb-t5-214w-phili-ps,ELECTRONIC BALLAST T5 2X14W PHILIPS (EB-C214TL5),,EXPORT,draft,false,+B EB T5/214W PHILI PS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-eb-t5-21w-philips,ELECTRONIC BALLAST T5 21W - PHILIPS,,KEH,draft,false,+B EB T5/21W PHILIPS,Default Title,Default Title,,,0,0,shopify,9,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,9
b-eb-t5-228-vos,VOS-SWB ELECTRONIC BALLAST FBC-228 T5 2x28W,,ES TEAM,draft,false,+B EB T5/228 VOS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail, legacy-negative-whse",0,0,0,-30
b-eb-t5-28w-philips,ELECTRONIC BALLAST T5 28W - PHILIPS,,,draft,false,+B EB T5/28W PHILIPS,Default Title,Default Title,,,0,0,shopify,2,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,2
b-eb-t5-2x54w-os-ram,OSRAM 2X54W 220-240V T5 ELECTRONIC FLUO BALLAST,,EXPORT,active,true,+B EB T5/2X54W OS RAM,Default Title,Default Title,,,68,24,shopify,0,deny,true,manual,legacy-import,0,0,0,0
b-eb-t5-54w-osram,OSRAM 1x54W 220-240V T5 ELECTRONIC FLUO BALLAST,,EXPORT,active,true,+B EB T5/54W OSRAM,Default Title,Default Title,,,65,24,shopify,0,deny,true,manual,legacy-import,0,0,0,0
b-eb1-0150-b011-t,ELECTRONIC BALLAST 150W MH (PCI 0150 B011) - TRIDONIC,,LUMITRON,draft,false,+B EB1/0150/B011/T,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-eb113plc-philips,ELECTRONICS BALLAST (1X13W PLC) - PHILIPS,,EXPORT,draft,false,+B EB113PLC PHILIPS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-eb118plc-philips,ELECTRONIC BALLAST (1X18W PLC) - PHILIPS,,EXPORT,draft,false,+B EB118PLC PHILIPS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-eb118plc-vos,Electronic Ballast 1xPLC18W (540421) VOS-SWB,,,draft,false,+B EB118PLC VOS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-eb118tld-philips,ELECTRONIC BALLAST EBC 118TL-D 1x20W (PLL) - PHILIPS,,EXPORT,draft,false,+B EB118TLD PHILIPS,Default Title,Default Title,,,0,0,shopify,4,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,4
b-eb126plc-phlips,ELECTRONICS BALLAST (1X26W PLC) - PHILIPS,,ACETRONIC,draft,false,+B EB126PLC PHLIPS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-eb-14,ELECTRONIC BALLAST EB-14 FOR PLC 13W (LANDLITE),,,draft,false,+B EB-14,Default Title,Default Title,,,0,0,shopify,1,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,1
b-eb-18,ELECTRONIC BALLAST EB-18 FOR T5 2X8W (LANDLITE),,,draft,false,+B EB-18,Default Title,Default Title,,,0,0,shopify,3,deny,true,manual,"legacy-import, legacy-zero-retail",-2,0,0,3
b-eb1x9-13plc-os-ram,ELECTRONIC BALLAST (1X9-13W) - OSRAM,,EXPORT,draft,false,+B EB1X9-13PLC OS RAM,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-eb213plc-philips,ELECTRONICS BALLAST (2X13PLC) - PHILIPS,,ACETRONIC,draft,false,+B EB213PLC PHILIPS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail, legacy-negative-whse",0,0,0,-6
b-eb218plc-dali,TRIDONIC PCA ELECTRONIC BALLAST 2X18 PLC TC EXCEL,,LUMITRON,draft,false,+B EB218PLC DALI,Default Title,Default Title,,,0,69,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
b-eb218plc-philips,ELECTRONICS BALLAST (2X18WPLC) - PHILIPS EBC,,ACETRONIC,draft,false,+B EB218PLC PHILIPS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-eb218plc-vos,VOS-SWB ELECTRONIC BALLAST PLC 2X18W (183136),,ES TEAM,draft,false,+B EB218PLC VOS,Default Title,Default Title,,,0,0,shopify,4,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,4
b-eb226plc-philips,ELECTRONICS BALLAST (2X26WPLC) - PHILIPS,,ACETRONIC,draft,false,+B EB226PLC PHILIPS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-ebc-t5-228w-phi-lips,ELECTRONIC BALLAST EBC/T5 2X28W - PHILIPS,,EXPORT,draft,false,+B EBC T5/228W PHI LIPS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-eb-pt5-14-35w-philips,ELECTRONIC BALLAST T5 1*14-35W EB-P - PHILIPS,,EXPORT,draft,false,+B EB-PT5/14-35W PHILIPS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-ecxd700g-119,DIMMABLE LED DRIVER ECXd700G.119 CONST,,VOSSLOH,draft,false,+B ECXd700G.119,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",2,0,0,0
b-ed126plt-c-phili-ps,ELECTRONIC DIMMABLE BALLAST 72AR2 1x26W PLT/C,,EXPORT,draft,false,+B ED126PLT/C PHILI PS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-ed218plc-atco,ELECTRONIC DIMMABLE BALLAST (2X18PLC) - ATCO,,NME,draft,false,+B ED218PLC ATCO,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-ed218plc-ph,ELECTRONICS DIMMABLE BALLAST 2X18W (PLC) -,,,active,true,+B ED218PLC PH,Default Title,Default Title,,,88,58,shopify,0,deny,true,manual,legacy-import,0,0,0,0
b-ed218plc-vos,VOSSLOH ELXd 218.803 DIMMABLE ELECTRONIC,,LUMITRON,draft,false,+B ED218PLC VOS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-edt5-154-vos,VOSSLOH ELXd 154.611 DIMMABLE ELECTRONIC,,LUMITRON,draft,false,+B EDT5/154 VOS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-edt5-228-ph,DIMMABLE ELECTRONIC BALLAST 2xT5 28W PHILIPS,,,draft,false,+B EDT5/228 PH,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-edt5-254-vos,VOSSLOH ELXd 254.612 DIMMABLE ELECTRONIC,,LUMITRON,draft,false,+B EDT5/254 VOS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-ele-100w-tdk,AC/DC POWERSUPPLY TDK LAMBDA HWS-100-12/A,,ARISTO,draft,false,+B ELE 100W TDK,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-ele-118-t8,T8 ELECTRONIC BALLAST 18W - EI,,,draft,false,+B ELE 118(T8),Default Title,Default Title,,,0,0,shopify,26,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,26
b-ele-118sh-plc-p-lt,PLC/PLT 1*18W ELECTRONIC BALLAST - PHILIPS,,,active,true,+B ELE 118SH PLC/P LT,Default Title,Default Title,,,29,11.1,shopify,6,deny,true,manual,legacy-import,20,0,0,6
b-ele-12v50w,12V 50W ELECTRONIC TRANSFORMER - JINDEL,,,active,true,+B ELE 12V50W,Default Title,Default Title,,,10,0,shopify,0,deny,true,manual,legacy-import,6,0,0,0
b-ele-13-t4,T4 ELECTRONIC BALLAST 13W - OES,,,draft,false,+B ELE 13(T4),Default Title,Default Title,,,0,0,shopify,4,deny,true,manual,"legacy-import, legacy-zero-retail",3,0,0,4
b-ele-13-t5,T5 ELECTRONIC BALLAST 13W - OES,,,active,true,+B ELE 13(T5),Default Title,Default Title,,,10,2.1,shopify,62,deny,true,manual,legacy-import,-2,0,0,62
b-ele-136-t8,T8 1X36W ELECTRONIC BALLAST - MEGAMAN,,168,active,true,+B ELE 136(T8),Default Title,Default Title,,,25,11.7,shopify,1,deny,true,manual,legacy-import,0,0,0,1
b-ele-18-t4,T4 ELECTRONIC BALLAST 18W - OES,,,draft,false,+B ELE 18(T4),Default Title,Default Title,,,0,0,shopify,2,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,2
b-ele-18w-eb-e,18W TLD ELECTRONICS BALLAST EB-E - PHILIPS,,EXPORT,draft,false,+B ELE 18W EB-E,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail, legacy-negative-whse",6,0,0,-3
b-ele-18wqt-p,1X18W T8 FLUO ELECTRONIC BAL. - OSRAM,,EXPORT,draft,false,+B ELE 18WQT-P,Default Title,Default Title,,,0,18.3,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
b-ele-209-pl,PL ELECTRONIC BALLAST 2X9W - EI,,,draft,false,+B ELE 209(PL),Default Title,Default Title,,,0,0,shopify,19,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,19
b-ele-21-2d-ak,2D ELECTRONIC BALLAST 21W (INC HOLDER) - AKIRA,,NME,active,true,+B ELE 21(2D)AK,Default Title,Default Title,,,12,3.8,shopify,17,deny,true,manual,legacy-import,0,0,0,17
b-ele-218-t8,T8 ELECTRONIC BALLAST 2X18W - PHILIPS (EB-2S18),,,draft,false,+B ELE 218(T8),Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-ele-22-t4,T4 ELECTRONIC BALLAST 22W - OES,,,draft,false,+B ELE 22(T4),Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail, legacy-negative-whse",0,0,0,-7
b-ele-22-loyal,ELECTRONIC BALLAST 22W -LOYAL,,NME,active,true,+B ELE 22/LOYAL,Default Title,Default Title,,,10,3.8,shopify,6,deny,true,manual,legacy-import,1,0,0,6
b-ele-228-t5,T5 ELECTRONIC BALLAST 2X28W - EI,,,active,true,+B ELE 228(T5),Default Title,Default Title,,,55,0,shopify,12,deny,true,manual,legacy-import,0,0,0,12
b-ele-24w,24W ELECTRONIC BALLAST(PLL),,,active,true,+B ELE 24W,Default Title,Default Title,,,8,2.1,shopify,40,deny,true,manual,legacy-import,13,0,4,40
b-ele-2x36w-eb-e-philips,2X36W ELECTRONIC BALLAST EB-E PHILIPS,,EXPORT,active,true,+B ELE 2X36W EB-E PHILIPS,Default Title,Default Title,,,20,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
b-ele-32w-rd-dk,CIR 32W ELECTRONIC BALLAST (RD) - DK,,,active,true,+B ELE 32W RD/DK,Default Title,Default Title,,,10,1.98,shopify,283,deny,true,manual,legacy-import,7,0,4.5,283
b-ele-32w-rect-dk,CIR 32W ELECTRONIC BALLAST (RECT) - DK,,,draft,false,+B ELE 32W RECT/DK,Default Title,Default Title,,,0,1.05,shopify,171,deny,true,manual,"legacy-import, legacy-zero-retail",1,0,0,171
b-ele-36-t4,T4 ELECTRONIC BALLAST 36W - OES,,,draft,false,+B ELE 36(T4),Default Title,Default Title,,,0,0,shopify,24,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,24
b-ele-36w,36W ELECTRONIC BALLAST (PLL),,,active,true,+B ELE 36W,Default Title,Default Title,,,8,2.4,shopify,71,deny,true,manual,legacy-import,5,0,4,71
b-ele-36w-safer,1X36W ELECTRONIC BALLAST -SAFER,,NME,draft,false,+B ELE 36W - SAFER,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
b-ele-36w-eb-e,36W TLD ELECTRONIC BALLAST EB-E - PHILIPS,,NME,active,true,+B ELE 36W EB-E,Default Title,Default Title,,,25,9,shopify,4,deny,true,manual,legacy-import,1,0,0,4
b-ele-38-2d,2D ELE. BALLAST 38W C/W HOLDER,,,active,true,+B ELE 38/2D,Default Title,Default Title,,,12,1.8,shopify,0,deny,true,manual,legacy-import,0,0,3.8,0
b-ele-38-2d-ak,2D ELE. BALLAST 38W C/W HOLDER - AKIRA,,NME,active,true,+B ELE 38/2D-AK,Default Title,Default Title,,,10,3.8,shopify,1,deny,true,manual,legacy-import,0,0,0,1
b-ele-40-loyal,ELECTRONIC BALLAST 40W -LOYAL,,NME,draft,false,+B ELE 40/LOYAL,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail, legacy-negative-whse",0,0,0,-1
b-ele-40w-rd-dk,CIR 40W ELECTRONIC BALLAST RD - DK,,,active,true,+B ELE 40W RD/DK,Default Title,Default Title,,,12,2.13,shopify,294,deny,true,manual,legacy-import,3,0,6,294
b-ele-40w-rect-dk,CIR 40W ELECTRONIC BALLAST (RECT) - DK,,,draft,false,+B ELE 40W RECT-DK,Default Title,Default Title,,,0,1.2,shopify,174,deny,true,manual,"legacy-import, legacy-zero-retail",2,0,0,174
b-ele-55-t4,T4 ELECTRONIC BALLAST 55W - OES,,,draft,false,+B ELE 55(T4),Default Title,Default Title,,,0,0,shopify,233,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,233
