Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
xb-cl6092-2x36w-bk,XB CL6092/2X36W BK,Default Title,Default Title,,,,,XB CL6092/2X36W BK,,,123 William Street,,,,,,,0
xb-cl6092-2x36w-br,XB CL6092/2X36W BR,Default Title,Default Title,,,,,XB CL6092/2X36W BR,,,123 William Street,,,,,,,0
xb-cl6113-236,XB CL6113/2X36W,Default Title,Default Title,,,,,XB CL6113/236,,,123 William Street,,,,,,,0
xb-cl8001-40w,XB CL8001/40W,Default Title,Default Title,,,,,XB CL8001/40W,,,123 William Street,,,,,,,0
xb-cl804-1,XB CL804/1,Default Title,Default Title,,,,,XB CL804/1,,,123 William Street,,,,,,,0
xb-cl90312-40w,XB CL90312/40W,Default Title,Default Title,,,,,XB CL90312/40W,,,123 William Street,,,,,,,3
xb-cl910-bk-sq,XB CL910/BK SQ (2X13W),Default Title,Default Title,,,,,XB CL910/BK SQ,,,123 William Street,,,,,,,0
xb-cl910-sv-sq,XB CL910/SV SQ (2XPLC13),Default Title,Default Title,,,,,XB CL910/SV SQ,,,123 William Street,,,,,,,0
xb-cl910-wh-sq,XB CL910/WH SQ (2XPLC13),Default Title,Default Title,,,,,XB CL910/WH SQ,,,123 William Street,,,,,,,0
xb-cla011-1,XB CLA011/1,Default Title,Default Title,,,,,XB CLA011/1,,,123 William Street,,,,,,,0
xb-cla012-1,XB CLA012/1,Default Title,Default Title,,,,,XB CLA012/1,,,123 William Street,,,,,,,0
xb-cla021-1,XB CLA021/1,Default Title,Default Title,,,,,XB CLA021/1,,,123 William Street,,,,,,,0
xb-cl-ov-b-bk,XB CL-OV/BIG/# BK,Default Title,Default Title,,,,,XB CL-OV/B/+ BK,,,123 William Street,,,,,,,2
xb-cl-ov-b-p-sv,XB CL-OV/BIG/P SV,Default Title,Default Title,,,,,XB CL-OV/B/P SV,,,123 William Street,,,,,,,2
xb-cl-ov-s-sv,XB CL-OV/S/# SV,Default Title,Default Title,,,,,XB CL-OV/S/+ SV,,,123 William Street,,,,,,,0
xb-cl-ov-s-p-wh,XB CL-OV/S/P WH,Default Title,Default Title,,,,,XB CL-OV/S/P WH,,,123 William Street,,,,,,,6
xb-cl-ro-big-bk,XB CL-RO/BIG BK (E27),Default Title,Default Title,,,,,XB CL-RO/BIG BK,,,123 William Street,,,,,,,0
xb-cl-ro-big-wh,XB CL-RO/BIG WH (E27),Default Title,Default Title,,,,,XB CL-RO/BIG WH,,,123 William Street,,,,,,,0
xb-cl-ro-big-wh-2,XB CL-RO/BIG WITH GUARD WHITE,Default Title,Default Title,,,,,XB CL-RO/BIG/# WH,,,123 William Street,,,,,,,1
xb-sld002-wh,XB SL TDP-D002/WH,Default Title,Default Title,,,,,XB SLD002/WH,,,123 William Street,,,,,,,0
xb-sp4002-2,XB SP4002/2 (400MM GLOBE),Default Title,Default Title,,,,,XB SP4002/2,,,123 William Street,,,,,,,0
xb-tr0013-sv,XB TR TD-0013/SV,Default Title,Default Title,,,,,XB TR0013/SV,,,123 William Street,,,,,,,0
xb-wl8080,XB WL8080,Default Title,Default Title,,,,,XB WL8080,,,123 William Street,,,,,,,2
xc-cl2204-22w,"XC CL2204/22W C/W 22W D/L, BAL., ST.",Default Title,Default Title,,,,,XC CL2204/22W,,,123 William Street,,,,,,,0
xc-cl303-32w,XC CL303/32W,Default Title,Default Title,,,,,XC CL303/32W,,,123 William Street,,,,,,,0
xc-cl313-22w,XC CL313/22W,Default Title,Default Title,,,,,XC CL313/22W,,,123 William Street,,,,,,,0
xc-cl313-32w,XC CL313/32W,Default Title,Default Title,,,,,XC CL313/32W,,,123 William Street,,,,,,,6
xc-cl313-40w,XC CL313/40W,Default Title,Default Title,,,,,XC CL313/40W,,,123 William Street,,,,,,,6
xc-cl3206-32w,XC CL3206/32W C/W 32W H/G D/L N ELE. BAL.,Default Title,Default Title,,,,,XC CL3206/32W,,,123 William Street,,,,,,,0
xc-cl3217-32-sq,XC CL3217/32 SQ C/W HG D/L,Default Title,Default Title,,,,,XC CL3217/32 SQ,,,123 William Street,,,,,,,0
xc-cl8298-236,XC CL WH8298/2X36W C/W D/L TUBE,Default Title,Default Title,,,,,XC CL8298/236,,,123 William Street,,,,,,,0
xc-lh3583-gy,XC LH 3583 GY,Default Title,Default Title,,,,,XC LH3583 GY,,,123 William Street,,,,,,,1
xc-lh3583-wh,XC LH 3583 WHITE,Default Title,Default Title,,,,,XC LH3583 WH,,,123 William Street,,,,,,,0
xc-sp-globe-400,XC SP/GLOBE/400MM,Default Title,Default Title,,,,,XC SP/GLOBE/400,,,123 William Street,,,,,,,0
xd-2mt-track-wh,XD OPL 2 Metre Track White,Default Title,Default Title,,,,,XD 2MT TRACK WH,,,123 William Street,,,,,,,0
xd-clveroca-336,XD CL VEROCA 3X36W PLL (1MX1M) CLOTH C/W BALLAST,Default Title,Default Title,,,,,XD CLVEROCA/336,,,123 William Street,,,,,,,0
xd-cm5454-wh,HC5454 White 4xAR111 540x540 mm (empty),Default Title,Default Title,,,,,XD CM5454 WH,,,123 William Street,,,,,,,0
xd-hl998-6c,XD HL MD998/6C (6XE27),Default Title,Default Title,,,,,XD HL998/6C,,,123 William Street,,,,,,,0
xd-sp-raffle-ab,XD SP CP RAFFLES/AB,Default Title,Default Title,,,,,XD SP RAFFLE/AB,,,123 William Street,,,,,,,0
xd-troplmes52302-wh,XD TR OPL MES 52301 White (QR 111 12V 50W),Default Title,Default Title,,,,,XD TROPLMES52302 WH,,,123 William Street,,,,,,,0
xd-wl1513-gr,XD WL HB1513 GREEN (E27X1),Default Title,Default Title,,,,,XD WL1513 GR,,,123 William Street,,,,,,,0
xe-dl161-sv-bk,XE DL H161 SV/BK (MR 16),Default Title,Default Title,,,,,XE DL161 SV/BK,,,123 William Street,,,,,,,0
xe-dl161-wh,XE DL H161 WH (1XMR 16),Default Title,Default Title,,,,,XE DL161 WH,,,123 William Street,,,,,,,5
xe-dl162-sv-bk,XE DL H162 SV/BK (MR16),Default Title,Default Title,,,,,XE DL162 SV/BK,,,123 William Street,,,,,,,0
xe-dl162-wh-bk,XE DL162 WH/BK (2XMR16),Default Title,Default Title,,,,,XE DL162 WH/BK,,,123 William Street,,,,,,,9
xe-dl163-sv-bk,XE DL163 SV/BK (3XMR16),Default Title,Default Title,,,,,XE DL163 SV/BK,,,123 William Street,,,,,,,0
xe-dl4566-st,XE DL4566/1XPLC ST (4003),Default Title,Default Title,,,,,XE DL4566 ST,,,123 William Street,,,,,,,3
xe-dl4566-wh,XE DL4566/1XPLC WH (4003),Default Title,Default Title,,,,,XE DL4566 WH,,,123 William Street,,,,,,,11
xe-dl4566-2-st,XE DL4566/2XPLC ST (4005),Default Title,Default Title,,,,,XE DL4566/2 ST,,,123 William Street,,,,,,,62
xe-dl4566-2-wh,XE DL4566/2XPLC (4004) WH,Default Title,Default Title,,,,,XE DL4566/2 WH,,,123 William Street,,,,,,,78
xe-dl4640-4-wh-bk,XE DL4640/4 SQ (4XMR16) WH/BK,Default Title,Default Title,,,,,XE DL4640/4 WH/BK,,,123 William Street,,,,,,,0
xe-dl6218-ro-wh,XE DL6218/WH (2X18W) -ROUND,Default Title,Default Title,,,,,XE DL6218/RO WH,,,123 William Street,,,,,,,0
xe-dl6218f-wh,XE DL6218F/WH (2X18W) SQ,Default Title,Default Title,,,,,XE DL6218F/WH,,,123 William Street,,,,,,,0
xe-dl7218-2-wh,XE DL7218/2X18 (RO) WH,Default Title,Default Title,,,,,XE DL7218/2 WH,,,123 William Street,,,,,,,3
xe-dl8118-st,XE DL 8118/1XPLC 13W ST,Default Title,Default Title,,,,,XE DL8118 ST,,,123 William Street,,,,,,,0
xe-dl8118-sv,XE DL8118 SV (1XPLC),Default Title,Default Title,,,,,XE DL8118 SV,,,123 William Street,,,,,,,0
xe-dl8118-2x13-st,XE DL8118/2XPLC13 ST,Default Title,Default Title,,,,,XE DL8118/2X13 ST,,,123 William Street,,,,,,,0
xe-dl8118-2x18-st,XE DL8118/2XPLC18 ST,Default Title,Default Title,,,,,XE DL8118/2X18 ST,,,123 William Street,,,,,,,0
xe-dl8225-sv,XE DL8225 SV (2X13),Default Title,Default Title,,,,,XE DL8225 SV,,,123 William Street,,,,,,,0
xe-dlr150-2000l-cw,"XE DL R150-2000L RD RECESS C/W OPAL DIFFUSER, 18.5W",Default Title,Default Title,,,,,XE DLR150/2000L CW,,,123 William Street,,,,,,,0
xe-dls3110-s-sq,XE DL S3110GFXW S/SQ (SV),Default Title,Default Title,,,,,XE DLS3110 S/SQ,,,123 William Street,,,,,,,0
xe-dls6218-f-sq,XE DL S6218GFXW F/SQ (SV) -2X18W,Default Title,Default Title,,,,,XE DLS6218 F/SQ,,,123 William Street,,,,,,,0
xe-gpl32023-par30-bk,XE GPL32023/PAR30 SPIKE LIGHT,Default Title,Default Title,,,,,XE GPL32023/PAR30 BK,,,123 William Street,,,,,,,1
xe-gpl32123-par20-bk,XE GPL32123/PAR20 SPIKE LIGHT,Default Title,Default Title,,,,,XE GPL32123/PAR20 BK,,,123 William Street,,,,,,,0
xe-rwl1107-bk,XE RWL 1107 BK (G9),Default Title,Default Title,,,,,XE RWL1107 BK,,,123 William Street,,,,,,,0
xe-wl1008l-gy,XE WL 1008L GY (2*E27),Default Title,Default Title,,,,,XE WL1008L GY,,,123 William Street,,,,,,,1
xe-wl1008s-gy,XE WL1008S GY 2XE27 UP/DOWN IP54,Default Title,Default Title,,,,,XE WL1008S GY,,,123 William Street,,,,,,,0
xe-wl2903-sv,XE WL2903 (E27) SILVER,Default Title,Default Title,,,,,XE WL2903 SV,,,123 William Street,,,,,,,1
xe-wl506-28w-t5,XE WL506/28W T5,Default Title,Default Title,,,,,XE WL506/28W T5,,,123 William Street,,,,,,,0
xe-wl506-t5,XE WL506/T5,Default Title,Default Title,,,,,XE WL506/T5,,,123 William Street,,,,,,,0
xf-cl227-bk,XF CL227/2XPLC13 BK,Default Title,Default Title,,,,,XF CL227/BK,,,123 William Street,,,,,,,0
xf-cl227-m-sat,XF CL227/2XPLC13 MATT SATIN C/W LED SMD 12W,Default Title,Default Title,,,,,XF CL227/M/SAT,,,123 William Street,,,,,,,1
xf-cl227-sil,XF CL227/2XPLC13 SILVER C/W LED SMD 12W,Default Title,Default Title,,,,,XF CL227/SIL,,,123 William Street,,,,,,,0
xf-cl227-wh,XF CL227/2XPLC13 SHINING WHITE C/W LED SMD 12W,Default Title,Default Title,,,,,XF CL227/WH,,,123 William Street,,,,,,,3
xf-cl228-bk,XF CL228/2XPLC18 BK,Default Title,Default Title,,,,,XF CL228/BK,,,123 William Street,,,,,,,0
xf-cl228-m-sat,XF CL228/2XPLC18 MATT SATIN C/W LED SMD 18W,Default Title,Default Title,,,,,XF CL228/M/SAT,,,123 William Street,,,,,,,0
xf-cl228-m-wh,XF CL228/2XPLC18 MATT WHITE,Default Title,Default Title,,,,,XF CL228/M/WH,,,123 William Street,,,,,,,0
xf-cl228-sh-wh,XF CL228/2XPLC18 SHINING WHITE C/W LED SMD18W,Default Title,Default Title,,,,,XF CL228/SH/WH,,,123 William Street,,,,,,,1
xf-cl228-sil,XF CL228/2XPLC18 SILVER C/W LED SMD18W,Default Title,Default Title,,,,,XF CL228/SIL,,,123 William Street,,,,,,,2
xf-cl236sg-236,XF CL236SG/2X36W C/W BALLAST,Default Title,Default Title,,,,,XF CL236SG/236,,,123 William Street,,,,,,,0
xf-cl318-318-mw,XF CL318/3X18W MATT WHITE C/W BAL. & ST.,Default Title,Default Title,,,,,XF CL318/318 MW,,,123 William Street,,,,,,,0
xf-cl336-fsg,FORMLITE YID 336/FSG 3X36W T8,Default Title,Default Title,,,,,XF CL336/FSG,,,123 William Street,,,,,,,0
xf-cl3800-alum,XF CL3800/2XPLC ALUM,Default Title,Default Title,,,,,XF CL3800 ALUM,,,123 William Street,,,,,,,0
xf-cl500-22w,XF CL500/22W C/W BALLAST,Default Title,Default Title,,,,,XF CL500/22W,,,123 William Street,,,,,,,0
xf-cl501-32-cov,XF CL501/32 COVER ONLY,Default Title,Default Title,,,,,XF CL501/32 COV,,,123 William Street,,,,,,,0
xf-cl501-32w,XF CL501/32W C/W BALLAST & STARTER,Default Title,Default Title,,,,,XF CL501/32W,,,123 William Street,,,,,,,0
xf-cl502-40w,XF CL502/40W C/W BALLAST (T8 CIR 40W),Default Title,Default Title,,,,,XF CL502/40W,,,123 William Street,,,,,,,0
xf-cl700-sil,XF CL700/2XPL9 SILVER,Default Title,Default Title,,,,,XF CL700/SIL,,,123 William Street,,,,,,,0
xf-cl701-sil,XF CL701/2XPL11 SILVER,Default Title,Default Title,,,,,XF CL701/SIL,,,123 William Street,,,,,,,0
xf-cl8096-l-sil,XF CL8096/L (1XE14) SILVER,Default Title,Default Title,,,,,XF CL8096/L SIL,,,123 William Street,,,,,,,0
xf-cl8096-s-sil,XF CL8096/S (1XG9) SILVER,Default Title,Default Title,,,,,XF CL8096/S SIL,,,123 William Street,,,,,,,0
xf-clsr220-sil,XF CL SR220 SILVER C/W PLC HOLDER,Default Title,Default Title,,,,,XF CLSR220 SIL,,,123 William Street,,,,,,,0
xf-clvip-b2-ol-ims,XF CL UT-VIP-B2/OL/LED REEDED DIFFUSED BATTEN,Default Title,Default Title,,,,,XF CLVIP/B2/OL/IMS,,,123 William Street,,,,,,,0
xf-clvip-b4-ol-ims,XF CL UT-VIP-B4/OL/LED REEDED DIFFUSED BATTEN,Default Title,Default Title,,,,,XF CLVIP/B4/OL/IMS,,,123 William Street,,,,,,,0
xf-dl310-150-wh,XF DL310/1X150W WH -ADJUSTABLE RECT.,Default Title,Default Title,,,,,XF DL310/150 WH,,,123 William Street,,,,,,,0
xf-dl601-m-s,XF DL601 MATT SATIN,Default Title,Default Title,,,,,XF DL601 M/S,,,123 William Street,,,,,,,0
xf-dl606-wh,XF DL606/WH (2XPLC),Default Title,Default Title,,,,,XF DL606/WH,,,123 William Street,,,,,,,0
xf-dl6800m-wh,XF DL6880M WH (1XE27),Default Title,Default Title,,,,,XF DL6800M WH,,,123 William Street,,,,,,,0
xf-dl7401m-wh,XF DL7401M/2XPLC WH C/W FROSTED GLS,Default Title,Default Title,,,,,XF DL7401M/WH,,,123 William Street,,,,,,,0
xf-dl7402-wh,XF DL7402/1XPLC WHITE,Default Title,Default Title,,,,,XF DL7402/WH,,,123 William Street,,,,,,,3
xf-dl7402-wh-pr,XF DL7402/1XPLC WHITE C/W PRISMATIC COVER,Default Title,Default Title,,,,,XF DL7402/WH PR,,,123 William Street,,,,,,,0
xf-dl808c-m-wh,XF DL808C-M/2XPLC18 WHITE C/W CROSS LOUVER,Default Title,Default Title,,,,,XF DL808C-M WH,,,123 William Street,,,,,,,0
xf-dl8114-mw,XF DL8114/1XPLC MATT WHITE,Default Title,Default Title,,,,,XF DL8114/MW,,,123 William Street,,,,,,,0
xf-dl8114-sil,XF DL8114/1XPLC SILVER,Default Title,Default Title,,,,,XF DL8114/SIL,,,123 William Street,,,,,,,0
xf-dl8116-3xt5,XF M5-3XT5 39W/2MR16/K12,Default Title,Default Title,,,,,XF DL8116/3xT5,,,123 William Street,,,,,,,0
xf-dl8116h-1-m-wh,XF DL8116H/1XMR16 MATT WHITE,Default Title,Default Title,,,,,XF DL8116H/1 M/WH,,,123 William Street,,,,,,,0
xf-dl8171-m-sil,XF DL8171/1XMR16 - MATT SILVER,Default Title,Default Title,,,,,XF DL8171/M/SIL,,,123 William Street,,,,,,,0
xf-dl8172-m-wh,XF DL8172 MATT WHITE/G9,Default Title,Default Title,,,,,XF DL8172 M/WH,,,123 William Street,,,,,,,0
xf-dl8172-sil,XF DL8172/G9 SILVER,Default Title,Default Title,,,,,XF DL8172/SIL,,,123 William Street,,,,,,,2
xf-dl8213fd-sil,XF DL8213FD/2X18 SILVER C/W FROSTED DIFFUSER,Default Title,Default Title,,,,,XF DL8213FD SIL,,,123 William Street,,,,,,,0
xf-dl8213pd-s-c,XF DL8213PD/2X18 SILVER CHROME C/W PRISMATIC,Default Title,Default Title,,,,,XF DL8213PD S/C,,,123 William Street,,,,,,,0
xf-dl8213sd-m-w,XF DL8213SD/2X18 MATT WHITE C/W SQ DIFFUSER,Default Title,Default Title,,,,,XF DL8213SD M/W,,,123 William Street,,,,,,,0
xf-dl8213wmd-sw,XF DL8213WMD/2X18 SHINING WHITE C/W WATER MARK,Default Title,Default Title,,,,,XF DL8213WMD SW,,,123 William Street,,,,,,,0
xf-dl8216h-2-m-bk,XF DL8216H/2XMR 16 MATT BLACK,Default Title,Default Title,,,,,XF DL8216H/2 M/BK,,,123 William Street,,,,,,,0
xf-dl8216h-2-m-wh,XF DL8216H/2XMR 16 M/ATT WHITE,Default Title,Default Title,,,,,XF DL8216H/2 M/WH,,,123 William Street,,,,,,,0
xf-dl8227-sil,XF DL8227 SILVER (2XPLC26) -SQ,Default Title,Default Title,,,,,XF DL8227/SIL,,,123 William Street,,,,,,,1
xf-dl8316h-3-m-wh,XF DL8316H/3XMR16 MATT WHITE,Default Title,Default Title,,,,,XF DL8316H/3 M/WH,,,123 William Street,,,,,,,0
xf-dl8788-1,XF DL UT-D-8788/1 SQUARE WHITE (1XMR16),Default Title,Default Title,,,,,XF DL8788/1,,,123 William Street,,,,,,,0
xf-dl8788-2,XF DL UT-D-8788/2 SQUARE WHITE (2XMR16),Default Title,Default Title,,,,,XF DL8788/2,,,123 William Street,,,,,,,0
xf-dl8788-3,XF DL UT-D-8788/3 SQUARE WHITE (3XMR16),Default Title,Default Title,,,,,XF DL8788/3,,,123 William Street,,,,,,,11
xf-dl8789-1,XF DL UT-D-8789/ROUND WHITE (1XMR16),Default Title,Default Title,,,,,XF DL8789/1,,,123 William Street,,,,,,,0
xf-dl9271-al,XF UTD-9271/1XMR 16 ROUND (ALUMINIUM),Default Title,Default Title,,,,,XF DL9271 AL,,,123 William Street,,,,,,,0
xf-dl9281-al,XF DL UTD-9281/1XMR16 SQUARE (ALUMINIUM),Default Title,Default Title,,,,,XF DL9281 AL,,,123 William Street,,,,,,,0
xf-gdl1101-gx10-bk,XF GDL SL-1101/GX10 SPIKE BLACK (IP54) c/w 3M Neoprene,Default Title,Default Title,,,,,XF GDL1101/GX10/BK,,,123 William Street,,,,,,,0
xf-gdl1104-gx10-sv,XF GDL SL-1104/GX10 SURFACE MOUNT SILVER,Default Title,Default Title,,,,,XF GDL1104/GX10/SV,,,123 William Street,,,,,,,0
xf-hb6407,XF HIBAY 6407/1610 REFLECTOR,Default Title,Default Title,,,,,XF HB6407,,,123 William Street,,,,,,,0
xf-hl236-dolphin,FORMLITE 2X36W DOLPHIN HANGING LIGHT C/W BALLAST,Default Title,Default Title,,,,,XF HL236/DOLPHIN,,,123 William Street,,,,,,,0
xf-rmt2x2-318,X4 RMT 2'X2'/3X18W C/W MIRROR REFLECTOR C/W,Default Title,Default Title,,,,,XF RMT2X2/318,,,123 William Street,,,,,,,0
xf-sl56-gu-10-mw,XF SL OS-56/SL-GU10 Matt White (GU 10 Spotlight),Default Title,Default Title,,,,,XF SL56 GU 10 MW,,,123 William Street,,,,,,,0
xf-slsmmc-1-wh-ba-se,XF SL OS-SMMC-1 White (Ceiling Mounting Cap For Spotlights),Default Title,Default Title,,,,,XF SLSMMC-1 WH BA SE,,,123 William Street,,,,,,,0
xf-sps400a-pc,XF SP S400A PC HIGH BAY (E27),Default Title,Default Title,,,,,XF SPS400A PC,,,123 William Street,,,,,,,0
xf-tr105-par30-bk,XF TR OS-105/SL-PAR 30 Black,Default Title,Default Title,,,,,XF TR105 PAR30 BK,,,123 William Street,,,,,,,1
xf-tr55-mr16-bk,XF TR OS-55/SL-MR16 Black (Tracklight) c/w Adaptor,Default Title,Default Title,,,,,XF TR55 MR16 BK,,,123 William Street,,,,,,,0
xf-wl006-sv,XF WL SWL-006 Silver (IP54) (1xPLC 26W),Default Title,Default Title,,,,,XF WL006 SV,,,123 William Street,,,,,,,0
xf-wl160350-2-bk,XF WL160350/2XE27 BK,Default Title,Default Title,,,,,XF WL160350/2 BK,,,123 William Street,,,,,,,0
xf-wl5001-s2-si,XF WL5001/S2 (1XG9) SILVER,Default Title,Default Title,,,,,XF WL5001/S2 SI,,,123 William Street,,,,,,,0
xf-wl5054-sil,XF WL5054/2XG9 SILVER,Default Title,Default Title,,,,,XF WL5054 SIL,,,123 William Street,,,,,,,0
xf-wl90220-2-m-wh,XF WL90220/2XGU10 MATT WHIE,Default Title,Default Title,,,,,XF WL90220/2 M/WH,,,123 William Street,,,,,,,0
xf-wl90220-2-sv,XF WL90220/2XGU10 SV,Default Title,Default Title,,,,,XF WL90220/2 SV,,,123 William Street,,,,,,,0
xg-bdodl-003-wh-led,XG BD ODL-003 (FROSTED GLASS) WHITE LED,Default Title,Default Title,,,,,XG BDODL-003 WH LED,,,123 William Street,,,,,,,0
xg-bdodl-003-ww-led,XG BD ODL-003 WARMWHITE LED,Default Title,Default Title,,,,,XG BDODL-003 WW LED,,,123 William Street,,,,,,,0
xg-bdodl-003p-amb-led,XG BD ODL-003P AMBER LED,Default Title,Default Title,,,,,XG BDODL-003P AMB LED,,,123 William Street,,,,,,,0
xg-bdodl-003p-wh-led,XG BD ODL-003P WH LED,Default Title,Default Title,,,,,XG BDODL-003P WH LED,,,123 William Street,,,,,,,0
xg-bdodl-005p-amb-led,XG BD ODL-005P AMBER LED,Default Title,Default Title,,,,,XG BDODL-005P AMB LED,,,123 William Street,,,,,,,0
xg-bloge-601-od-t-4-sv,XG BL OGE-601/OD-T4/800MM SV,Default Title,Default Title,,,,,XG BLOGE-601/OD-T 4 SV,,,123 William Street,,,,,,,0
xg-bloge-601-od-t-4-270mm,XG BL OGE-601/OD-T4/270MM SV,Default Title,Default Title,,,,,XG BLOGE-601/OD-T 4/270MM,,,123 William Street,,,,,,,0
xg-bloge-601-od-t-4-350mm,XG BL OGE-601/OD-T4/350MM SV,Default Title,Default Title,,,,,XG BLOGE-601/OD-T 4/350MM,,,123 William Street,,,,,,,0
xg-cl-t5-128,CL T5 128 SUSPENDED FLUO FITTING WITH ACRYLIC MATTE,Default Title,Default Title,,,,,XG CL T5 128,,,123 William Street,,,,,,,0
xg-dl200-plc,XG DL200/2XPLC18,Default Title,Default Title,,,,,XG DL200/PLC,,,123 William Street,,,,,,,0
xg-dl601-sv,XG DL601 SV (1XMR16),Default Title,Default Title,,,,,XG DL601 SV,,,123 William Street,,,,,,,0
xg-dl601-sv-bk,XG DL601 SV/BK (1XMR16),Default Title,Default Title,,,,,XG DL601 SV/BK,,,123 William Street,,,,,,,2
xg-dl601-wh,XG DL601 WH (1XMR16),Default Title,Default Title,,,,,XG DL601 WH,,,123 William Street,,,,,,,0
xg-dl602-bk,XG DL602 BK (2XMR16),Default Title,Default Title,,,,,XG DL602 BK,,,123 William Street,,,,,,,2
xg-dl602-sv,XG DL602 SV (2XMR16),Default Title,Default Title,,,,,XG DL602 SV,,,123 William Street,,,,,,,0
xg-dl602-sv-bk,XG DL602 SV/BK (2XMR16),Default Title,Default Title,,,,,XG DL602 SV/BK,,,123 William Street,,,,,,,6
xg-dl602-wh,XG DL602 WH (2XMR16),Default Title,Default Title,,,,,XG DL602 WH,,,123 William Street,,,,,,,2
xg-dl603-sv,XG DL603 SV (3XMR16),Default Title,Default Title,,,,,XG DL603 SV,,,123 William Street,,,,,,,0
xg-dl603-sv-bk,XG DL603 SV/BK (3XMR16),Default Title,Default Title,,,,,XG DL603 SV/BK,,,123 William Street,,,,,,,17
xg-dl603-wh,XG DL603 WH (3XMR16),Default Title,Default Title,,,,,XG DL603 WH,,,123 William Street,,,,,,,0
xg-dl62-wh,XG DL62/2XPLC WH,Default Title,Default Title,,,,,XG DL62/WH,,,123 William Street,,,,,,,0
xg-dl63-wh,XG DL63/2X18 PLC WH,Default Title,Default Title,,,,,XG DL63/WH,,,123 William Street,,,,,,,0
xg-dl722-par30,XG DL722/2XPAR30 SV,Default Title,Default Title,,,,,XG DL722/PAR30,,,123 William Street,,,,,,,0
xg-dl771-bk,XG DL771 BLACK (MR16),Default Title,Default Title,,,,,XG DL771 BK,,,123 William Street,,,,,,,0
xg-dl771-sv,XG DL771 SILVER (MR16),Default Title,Default Title,,,,,XG DL771 SV,,,123 William Street,,,,,,,0
xg-dl771-wh,XG DL771 WH (MR16),Default Title,Default Title,,,,,XG DL771 WH,,,123 William Street,,,,,,,0
xg-dl771w-bk,XG DL771W (MR16) BLACK-TRIMLESS,Default Title,Default Title,,,,,XG DL771W BK,,,123 William Street,,,,,,,0
xg-dl771w-wh,XG DL771W (MR16) TRIMLESS HALOGEN WH,Default Title,Default Title,,,,,XG DL771W WH,,,123 William Street,,,,,,,0
xg-dl772w-bk,XG DL772W (2xMR16) TRIMLESS HALOGEN BLACK,Default Title,Default Title,,,,,XG DL772W BK,,,123 William Street,,,,,,,5
xg-dl772w-wh,XG DL772W (2XMR16) TRIMLESS HALOGEN WH,Default Title,Default Title,,,,,XG DL772W WH,,,123 William Street,,,,,,,0
xg-dl773w-bk,XG DL773W (3xMR16) TRIMLESS HALOGEN BLACK,Default Title,Default Title,,,,,XG DL773W BK,,,123 William Street,,,,,,,1
xg-dl801dro-ab,XG DL801D RO/AB,Default Title,Default Title,,,,,XG DL801DRO/AB,,,123 William Street,,,,,,,0
xg-dl801dro-wp,XG DL801D RO/WP,Default Title,Default Title,,,,,XG DL801DRO/WP,,,123 William Street,,,,,,,0
xg-dl902dro-ab,XG DL902D ROUND/AB,Default Title,Default Title,,,,,XG DL902DRO/AB,,,123 William Street,,,,,,,0
xg-dl902dro-wp,XG DL902D ROUND/WP,Default Title,Default Title,,,,,XG DL902DRO/WP,,,123 William Street,,,,,,,1
xg-dl902dsq-ab,XG DL902D SQUARE/AB,Default Title,Default Title,,,,,XG DL902DSQ/AB,,,123 William Street,,,,,,,0
xg-dl902dsq-wh,XG DL DC902D SQ/WHITE (HALOGEN),Default Title,Default Title,,,,,XG DL902DSQ/WH,,,123 William Street,,,,,,,4
xg-dl902dsq-2-wh,XG DLDC902DSQ-2 SQUARE WHITE 2 X MR16 DOUBLE,Default Title,Default Title,,,,,XG DL902DSQ-2/WH,,,123 William Street,,,,,,,0
xg-dl90f-msv,XG DL90F/MSV (1XPLC),Default Title,Default Title,,,,,XG DL90F/MSV,,,123 William Street,,,,,,,0
xg-dl90f-wh,XG DL90F/WH (1XPLC),Default Title,Default Title,,,,,XG DL90F/WH,,,123 William Street,,,,,,,0
xg-dl91f-msv,XG DL91F M/SV (1XPLC18) -RECT.,Default Title,Default Title,,,,,XG DL91F/MSV,,,123 William Street,,,,,,,2
xg-dl91f-wh,XG DL91F/WH (1XPLC18) -RECT.,Default Title,Default Title,,,,,XG DL91F/WH,,,123 William Street,,,,,,,0
xg-dl92f-msv,XG DL92F/2XPLC13 M/SV,Default Title,Default Title,,,,,XG DL92F/MSV,,,123 William Street,,,,,,,0
xg-dl92f-msv-2x18w,XG DL92F/2XPLC18W MSV,Default Title,Default Title,,,,,XG DL92F/MSV/2X18W,,,123 William Street,,,,,,,0
xg-dl92f-wh,XG DL92F/2XPLC13 WHITE,Default Title,Default Title,,,,,XG DL92F/WH,,,123 William Street,,,,,,,20
xg-dl92f-wh-2x18w,XG DL92F/2X18W WH,Default Title,Default Title,,,,,XG DL92F/WH/2X18W,,,123 William Street,,,,,,,0
xg-dl93f-msv,XG DL93F/2XPLC18 MSV,Default Title,Default Title,,,,,XG DL93F/MSV,,,123 William Street,,,,,,,1
xg-dl93f-wh,XG DL93F/2XPLC18 WHITE,Default Title,Default Title,,,,,XG DL93F/WH,,,123 William Street,,,,,,,0
