Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare-at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text
z-uni-od5001-dk-gy,FORMLITE UNI OD-5001 DARK GREY (2X50WPAR30),<p>FORMLITE UNI OD-5001 DARK GREY (2X50WPAR30)</p><table><tbody><tr><th>source row</th><td>22355</td></tr><tr><th>code</th><td>Z UNI OD5001 DK GY</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5001 DARK GREY (2X50WPAR30)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>2</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>185</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z",true,Title,Default Title,,,,,Z UNI OD5001 DK GY,0,shopify,2,deny,manual,185,,true,true,,,
z-uni-od5001-sv,FORMLITE UNI OD-5001 SILVER (2X50W),<p>FORMLITE UNI OD-5001 SILVER (2X50W)</p><table><tbody><tr><th>source row</th><td>22356</td></tr><tr><th>code</th><td>Z UNI OD5001 SV</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5001 SILVER (2X50W)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>2</td></tr><tr><th>rlf</th><td>-1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>185</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z",true,Title,Default Title,,,,,Z UNI OD5001 SV,0,shopify,2,deny,manual,185,,true,true,,,
z-uni-od5001-wh,FORMLITE UNI OD-5001 WH (2X50),<p>FORMLITE UNI OD-5001 WH (2X50)</p><table><tbody><tr><th>source row</th><td>22357</td></tr><tr><th>code</th><td>Z UNI OD5001 WH</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5001 WH (2X50)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>2</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>185</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z",true,Title,Default Title,,,,,Z UNI OD5001 WH,0,shopify,2,deny,manual,185,,true,true,,,
z-uni-od5003-sv,FORMLITE UNI OD-5003 SILVER (2X100),<p>FORMLITE UNI OD-5003 SILVER (2X100)</p><table><tbody><tr><th>source row</th><td>22358</td></tr><tr><th>code</th><td>Z UNI OD5003 SV</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5003 SILVER (2X100)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>2</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>185</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z",true,Title,Default Title,,,,,Z UNI OD5003 SV,0,shopify,2,deny,manual,185,,true,true,,,
z-uni-od5004-bk,FORMLITE UNI OD-5004 BLACK (DOWN),<p>FORMLITE UNI OD-5004 BLACK (DOWN)</p><table><tbody><tr><th>source row</th><td>22359</td></tr><tr><th>code</th><td>Z UNI OD5004 BK</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5004 BLACK (DOWN)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>145</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z",true,Title,Default Title,,,,,Z UNI OD5004 BK,0,shopify,0,deny,manual,145,,true,true,,,
z-uni-od5004-sv,FORMLITE OD5004 SILVER (1XE27),<p>FORMLITE OD5004 SILVER (1XE27)</p><table><tbody><tr><th>source row</th><td>22360</td></tr><tr><th>code</th><td>Z UNI OD5004 SV</td></tr><tr><th>description</th><td>FORMLITE OD5004 SILVER (1XE27)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>-1</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>145</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-negative-whse",false,Title,Default Title,,,,,Z UNI OD5004 SV,0,shopify,0,deny,manual,145,,true,true,,,
z-uni-od5004-wh,FORMLITE UNI OD-5004 WH (DOWN),<p>FORMLITE UNI OD-5004 WH (DOWN)</p><table><tbody><tr><th>source row</th><td>22361</td></tr><tr><th>code</th><td>Z UNI OD5004 WH</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5004 WH (DOWN)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>145</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z",true,Title,Default Title,,,,,Z UNI OD5004 WH,0,shopify,0,deny,manual,145,,true,true,,,
z-uni-od5006-sv,FORMLITE UNI OD-5006 SILVER (1X100),<p>FORMLITE UNI OD-5006 SILVER (1X100)</p><table><tbody><tr><th>source row</th><td>22362</td></tr><tr><th>code</th><td>Z UNI OD5006 SV</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5006 SILVER (1X100)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>1</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>145</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z",true,Title,Default Title,,,,,Z UNI OD5006 SV,0,shopify,1,deny,manual,145,,true,true,,,
z-uni-od5009-bk,FORMLITE UNI OD-5009 BK,<p>FORMLITE UNI OD-5009 BK</p><table><tbody><tr><th>source row</th><td>22363</td></tr><tr><th>code</th><td>Z UNI OD5009 BK</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5009 BK</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD5009 BK,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od5009-sil,FORMLITE UNI OD-5009 SILVER,<p>FORMLITE UNI OD-5009 SILVER</p><table><tbody><tr><th>source row</th><td>22364</td></tr><tr><th>code</th><td>Z UNI OD5009 SIL</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5009 SILVER</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD5009 SIL,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od5101-bk,FORMLITE UNI OD-5101 BLACK (PAR30),<p>FORMLITE UNI OD-5101 BLACK (PAR30)</p><table><tbody><tr><th>source row</th><td>22365</td></tr><tr><th>code</th><td>Z UNI OD5101 BK</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5101 BLACK (PAR30)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD5101 BK,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od5101-sil,FORMLITE UNI OD-5101 SILVER (PAR30),<p>FORMLITE UNI OD-5101 SILVER (PAR30)</p><table><tbody><tr><th>source row</th><td>22366</td></tr><tr><th>code</th><td>Z UNI OD5101 SIL</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5101 SILVER (PAR30)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD5101 SIL,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od5111-bk,FORMLITE OD-5111 (2XPAR20) BLACK,<p>FORMLITE OD-5111 (2XPAR20) BLACK</p><table><tbody><tr><th>source row</th><td>22367</td></tr><tr><th>code</th><td>Z UNI OD5111 BK</td></tr><tr><th>description</th><td>FORMLITE OD-5111 (2XPAR20) BLACK</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD5111 BK,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od5111-grap-hite,FORMLITE OD-5111 (2XPAR20) GRAPHITE,<p>FORMLITE OD-5111 (2XPAR20) GRAPHITE</p><table><tbody><tr><th>source row</th><td>22368</td></tr><tr><th>code</th><td>Z UNI OD5111 GRAP HITE</td></tr><tr><th>description</th><td>FORMLITE OD-5111 (2XPAR20) GRAPHITE</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD5111 GRAP HITE,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od5111-silver,FORMLITE OD-5111 (2XPAR20) SILVER,<p>FORMLITE OD-5111 (2XPAR20) SILVER</p><table><tbody><tr><th>source row</th><td>22369</td></tr><tr><th>code</th><td>Z UNI OD5111 SILVER</td></tr><tr><th>description</th><td>FORMLITE OD-5111 (2XPAR20) SILVER</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>6</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>195</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z",true,Title,Default Title,,,,,Z UNI OD5111 SILVER,0,shopify,6,deny,manual,195,,true,true,,,
z-uni-od5111-wh,FORMLITE OD-5111 (2XPAR20) WH,<p>FORMLITE OD-5111 (2XPAR20) WH</p><table><tbody><tr><th>source row</th><td>22370</td></tr><tr><th>code</th><td>Z UNI OD5111 WH</td></tr><tr><th>description</th><td>FORMLITE OD-5111 (2XPAR20) WH</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD5111 WH,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od5112-silver,FORMLITE UNI OD-5112 (PAR20),<p>FORMLITE UNI OD-5112 (PAR20)</p><table><tbody><tr><th>source row</th><td>22371</td></tr><tr><th>code</th><td>Z UNI OD5112 SILVER</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5112 (PAR20)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>2</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>190</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z",true,Title,Default Title,,,,,Z UNI OD5112 SILVER,0,shopify,2,deny,manual,190,,true,true,,,
z-uni-od5112-wh,FORMLITE UNI-OD5112 WH (PAR20),<p>FORMLITE UNI-OD5112 WH (PAR20)</p><table><tbody><tr><th>source row</th><td>22372</td></tr><tr><th>code</th><td>Z UNI OD5112 WH</td></tr><tr><th>description</th><td>FORMLITE UNI-OD5112 WH (PAR20)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD5112 WH,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od5214-wh,FORMLITE UNI OD-05214 WH WALL LIGHT LED 21W 3000K,<p>FORMLITE UNI OD-05214 WH WALL LIGHT LED 21W 3000K</p><table><tbody><tr><th>source row</th><td>22373</td></tr><tr><th>code</th><td>Z UNI OD5214 WH</td></tr><tr><th>description</th><td>FORMLITE UNI OD-05214 WH WALL LIGHT LED 21W 3000K</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD5214 WH,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od5901-bk-sur,FORMLITE OD5901 BK (WALL MOUNTED),<p>FORMLITE OD5901 BK (WALL MOUNTED)</p><table><tbody><tr><th>source row</th><td>22374</td></tr><tr><th>code</th><td>Z UNI OD5901 BK/SUR</td></tr><tr><th>description</th><td>FORMLITE OD5901 BK (WALL MOUNTED)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD5901 BK/SUR,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od5901-sv,FORMLITE UNI OD-5901 SILVER (E27),<p>FORMLITE UNI OD-5901 SILVER (E27)</p><table><tbody><tr><th>source row</th><td>22375</td></tr><tr><th>code</th><td>Z UNI OD5901 SV</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5901 SILVER (E27)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD5901 SV,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od5931-bk,FORMLITE UNI OD-5931 BK (PAR 20),<p>FORMLITE UNI OD-5931 BK (PAR 20)</p><table><tbody><tr><th>source row</th><td>22376</td></tr><tr><th>code</th><td>Z UNI OD5931 BK</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5931 BK (PAR 20)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>68</td></tr><tr><th>retail price</th><td>165</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z",true,Title,Default Title,,,,,Z UNI OD5931 BK,0,shopify,0,deny,manual,165,,true,true,,,
z-uni-od5931-silver,FORMLITE UNI OD-5931 SILVER (E27),<p>FORMLITE UNI OD-5931 SILVER (E27)</p><table><tbody><tr><th>source row</th><td>22377</td></tr><tr><th>code</th><td>Z UNI OD5931 SILVER</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5931 SILVER (E27)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>165</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z",true,Title,Default Title,,,,,Z UNI OD5931 SILVER,0,shopify,0,deny,manual,165,,true,true,,,
z-uni-od5931-5-0-29-5-04-s,FORMLITE UNI OD-5931-5-0-295-04 SV,<p>FORMLITE UNI OD-5931-5-0-295-04 SV</p><table><tbody><tr><th>source row</th><td>22378</td></tr><tr><th>code</th><td>Z UNI OD5931-5-0-29 5-04 S</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5931-5-0-295-04 SV</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>1</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>165</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z",true,Title,Default Title,,,,,Z UNI OD5931-5-0-29 5-04 S,0,shopify,1,deny,manual,165,,true,true,,,
z-uni-od5933-bk,FORMLITE UNI OD-5933 BK (PAR30),<p>FORMLITE UNI OD-5933 BK (PAR30)</p><table><tbody><tr><th>source row</th><td>22379</td></tr><tr><th>code</th><td>Z UNI OD5933 BK</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5933 BK (PAR30)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD5933 BK,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od5935-bk,FORMLITE UNI OD-5935 BK (PAR38),<p>FORMLITE UNI OD-5935 BK (PAR38)</p><table><tbody><tr><th>source row</th><td>22380</td></tr><tr><th>code</th><td>Z UNI OD5935 BK</td></tr><tr><th>description</th><td>FORMLITE UNI OD-5935 BK (PAR38)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>1</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>235</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z",true,Title,Default Title,,,,,Z UNI OD5935 BK,0,shopify,1,deny,manual,235,,true,true,,,
z-uni-od6001-wh,FORMLITE UNI OD-6001 WHITE (2xPLC18),<p>FORMLITE UNI OD-6001 WHITE (2xPLC18)</p><table><tbody><tr><th>source row</th><td>22381</td></tr><tr><th>code</th><td>Z UNI OD6001 WH</td></tr><tr><th>description</th><td>FORMLITE UNI OD-6001 WHITE (2xPLC18)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD6001 WH,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od6001sil,FORMLITE OD6001 SILVER,<p>FORMLITE OD6001 SILVER</p><table><tbody><tr><th>source row</th><td>22382</td></tr><tr><th>code</th><td>Z UNI OD6001SIL</td></tr><tr><th>description</th><td>FORMLITE OD6001 SILVER</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>-1</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-zero-retail, legacy-negative-whse",false,Title,Default Title,,,,,Z UNI OD6001SIL,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od6002-wh,FORMLITE UNI OD-6002 WH (1X13),<p>FORMLITE UNI OD-6002 WH (1X13)</p><table><tbody><tr><th>source row</th><td>22383</td></tr><tr><th>code</th><td>Z UNI OD6002 WH</td></tr><tr><th>description</th><td>FORMLITE UNI OD-6002 WH (1X13)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>-2</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-zero-retail, legacy-negative-whse",false,Title,Default Title,,,,,Z UNI OD6002 WH,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od6004-sv,FORMLITE UNI OD-6004 SILVER (1X13),<p>FORMLITE UNI OD-6004 SILVER (1X13)</p><table><tbody><tr><th>source row</th><td>22384</td></tr><tr><th>code</th><td>Z UNI OD6004 SV</td></tr><tr><th>description</th><td>FORMLITE UNI OD-6004 SILVER (1X13)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD6004 SV,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od6008sil,FORMLITE OD6008 SILVER,<p>FORMLITE OD6008 SILVER</p><table><tbody><tr><th>source row</th><td>22385</td></tr><tr><th>code</th><td>Z UNI OD6008SIL</td></tr><tr><th>description</th><td>FORMLITE OD6008 SILVER</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-zero-retail",false,Title,Default Title,,,,,Z UNI OD6008SIL,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od6009sil,FORMLITE OD-6009 SILVER,<p>FORMLITE OD-6009 SILVER</p><table><tbody><tr><th>source row</th><td>22386</td></tr><tr><th>code</th><td>Z UNI OD6009SIL</td></tr><tr><th>description</th><td>FORMLITE OD-6009 SILVER</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD6009SIL,0,shopify,0,deny,manual,0,,true,true,,,
z-uni-od6015-sv,FORMLITE UNI WL OD-6015 SILVER (1X26) C/W VOSSLOH,<p>FORMLITE UNI WL OD-6015 SILVER (1X26) C/W VOSSLOH</p><table><tbody><tr><th>source row</th><td>22387</td></tr><tr><th>code</th><td>Z UNI OD6015 SV</td></tr><tr><th>description</th><td>FORMLITE UNI WL OD-6015 SILVER (1X26) C/W VOSSLOH</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>93</td></tr><tr><th>retail price</th><td>250</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z",true,Title,Default Title,,,,,Z UNI OD6015 SV,0,shopify,0,deny,manual,250,,true,true,,,
z-uni-od6015-wh,FORMLITE UNI WL OD-6015 WHITE (1X26),<p>FORMLITE UNI WL OD-6015 WHITE (1X26)</p><table><tbody><tr><th>source row</th><td>22388</td></tr><tr><th>code</th><td>Z UNI OD6015 WH</td></tr><tr><th>description</th><td>FORMLITE UNI WL OD-6015 WHITE (1X26)</td></tr><tr><th>vendor</th><td>LIGHTCRAFT</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,LIGHTCRAFT,Z,"legacy-import, legacy-type-z, legacy-dead-stock",false,Title,Default Title,,,,,Z UNI OD6015 WH,0,shopify,0,deny,manual,0,,true,true,,,
