Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare-at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text
a3-wlmini-bs,A3 WLMINI.BS (G4),<p>A3 WLMINI.BS (G4)</p><table><tbody><tr><th>source row</th><td>4707</td></tr><tr><th>code</th><td>A3 WLMINI.BS</td></tr><tr><th>description</th><td>A3 WLMINI.BS (G4)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>14</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>6.9</td></tr><tr><th>retail price</th><td>55</td></tr><tr><th>w. sale price</th><td>18</td></tr></tbody></table>,,A3,"legacy-import, legacy-type-a3",true,Title,Default Title,,,,,A3 WLMINI.BS,0,shopify,14,deny,manual,55,,true,true,,,
a3-wlmini-cs,A3 WLMINI.CS (G4),<p>A3 WLMINI.CS (G4)</p><table><tbody><tr><th>source row</th><td>4708</td></tr><tr><th>code</th><td>A3 WLMINI.CS</td></tr><tr><th>description</th><td>A3 WLMINI.CS (G4)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>6</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>6.9</td></tr><tr><th>retail price</th><td>55</td></tr><tr><th>w. sale price</th><td>18</td></tr></tbody></table>,,A3,"legacy-import, legacy-type-a3",true,Title,Default Title,,,,,A3 WLMINI.CS,0,shopify,6,deny,manual,55,,true,true,,,
a3-wlmini-dl,A3 WLMINI.DL (G9),<p>A3 WLMINI.DL (G9)</p><table><tbody><tr><th>source row</th><td>4709</td></tr><tr><th>code</th><td>A3 WLMINI.DL</td></tr><tr><th>description</th><td>A3 WLMINI.DL (G9)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>84</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>6.9</td></tr><tr><th>retail price</th><td>68</td></tr><tr><th>w. sale price</th><td>18</td></tr></tbody></table>,,A3,"legacy-import, legacy-type-a3",true,Title,Default Title,,,,,A3 WLMINI.DL,0,shopify,84,deny,manual,68,,true,true,,,
a3-wlmini-ds,A3 WLMINI.DS (G4),<p>A3 WLMINI.DS (G4)</p><table><tbody><tr><th>source row</th><td>4710</td></tr><tr><th>code</th><td>A3 WLMINI.DS</td></tr><tr><th>description</th><td>A3 WLMINI.DS (G4)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>6.9</td></tr><tr><th>retail price</th><td>55</td></tr><tr><th>w. sale price</th><td>18</td></tr></tbody></table>,,A3,"legacy-import, legacy-type-a3",true,Title,Default Title,,,,,A3 WLMINI.DS,0,shopify,0,deny,manual,55,,true,true,,,
a3-wlmini-es,A3 WLMINI.ES (G4),<p>A3 WLMINI.ES (G4)</p><table><tbody><tr><th>source row</th><td>4711</td></tr><tr><th>code</th><td>A3 WLMINI.ES</td></tr><tr><th>description</th><td>A3 WLMINI.ES (G4)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>16</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>6.9</td></tr><tr><th>retail price</th><td>68</td></tr><tr><th>w. sale price</th><td>18</td></tr></tbody></table>,,A3,"legacy-import, legacy-type-a3",true,Title,Default Title,,,,,A3 WLMINI.ES,0,shopify,16,deny,manual,68,,true,true,,,
a30-t5-con,A30 T5 DOUBLE CONNECTOR,<p>A30 T5 DOUBLE CONNECTOR</p><table><tbody><tr><th>source row</th><td>4712</td></tr><tr><th>code</th><td>A30 T5 CON</td></tr><tr><th>description</th><td>A30 T5 DOUBLE CONNECTOR</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>117</td></tr><tr><th>rlf</th><td>7</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0.39</td></tr><tr><th>retail price</th><td>2</td></tr><tr><th>w. sale price</th><td>0.5</td></tr></tbody></table>,,A30,"legacy-import, legacy-type-a30",true,Title,Default Title,,,,,A30 T5 CON,0,shopify,117,deny,manual,2,,true,true,,,
a30-wlt5-13w-dl,A30 WL MXT5-Y13W/C C/W D/L,<p>A30 WL MXT5-Y13W/C C/W D/L</p><table><tbody><tr><th>source row</th><td>4713</td></tr><tr><th>code</th><td>A30 WLT5-13W DL</td></tr><tr><th>description</th><td>A30 WL MXT5-Y13W/C C/W D/L</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>-1</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>6.69</td></tr><tr><th>retail price</th><td>26</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A30,"legacy-import, legacy-type-a30, legacy-negative-whse",false,Title,Default Title,,,,,A30 WLT5-13W DL,0,shopify,0,deny,manual,26,,true,true,,,
a30-wlt5-13w-ww,A30 WL MXT5-Y13W/C C/W WW,<p>A30 WL MXT5-Y13W/C C/W WW</p><table><tbody><tr><th>source row</th><td>4714</td></tr><tr><th>code</th><td>A30 WLT5-13W WW</td></tr><tr><th>description</th><td>A30 WL MXT5-Y13W/C C/W WW</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>41</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>5.7</td></tr><tr><th>retail price</th><td>13</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A30,"legacy-import, legacy-type-a30",true,Title,Default Title,,,,,A30 WLT5-13W WW,0,shopify,41,deny,manual,13,,true,true,,,
a30-wlt5-21w-dl,A30 WL MXT5-Y21W/C C/W DL,<p>A30 WL MXT5-Y21W/C C/W DL</p><table><tbody><tr><th>source row</th><td>4715</td></tr><tr><th>code</th><td>A30 WLT5-21W DL</td></tr><tr><th>description</th><td>A30 WL MXT5-Y21W/C C/W DL</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>8.19</td></tr><tr><th>retail price</th><td>29</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A30,"legacy-import, legacy-type-a30",true,Title,Default Title,,,,,A30 WLT5-21W DL,0,shopify,0,deny,manual,29,,true,true,,,
a30-wlt5-21w-ww,A30 WL MXT5-Y21W/C C/W WW,<p>A30 WL MXT5-Y21W/C C/W WW</p><table><tbody><tr><th>source row</th><td>4716</td></tr><tr><th>code</th><td>A30 WLT5-21W WW</td></tr><tr><th>description</th><td>A30 WL MXT5-Y21W/C C/W WW</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>113</td></tr><tr><th>rlf</th><td>23</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>7.8</td></tr><tr><th>retail price</th><td>15</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A30,"legacy-import, legacy-type-a30",true,Title,Default Title,,,,,A30 WLT5-21W WW,0,shopify,113,deny,manual,15,,true,true,,,
a30-wlt5-28w-bl,A30 WL MXT5-28W BLUE,<p>A30 WL MXT5-28W BLUE</p><table><tbody><tr><th>source row</th><td>4717</td></tr><tr><th>code</th><td>A30 WLT5-28W BL</td></tr><tr><th>description</th><td>A30 WL MXT5-28W BLUE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A30,"legacy-import, legacy-type-a30, legacy-dead-stock",false,Title,Default Title,,,,,A30 WLT5-28W BL,0,shopify,0,deny,manual,0,,true,true,,,
a30-wlt5-28w-dl,A30 WL MXT5-Y28W/C C/W DL,<p>A30 WL MXT5-Y28W/C C/W DL</p><table><tbody><tr><th>source row</th><td>4718</td></tr><tr><th>code</th><td>A30 WLT5-28W DL</td></tr><tr><th>description</th><td>A30 WL MXT5-Y28W/C C/W DL</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>9.96</td></tr><tr><th>retail price</th><td>35</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A30,"legacy-import, legacy-type-a30",true,Title,Default Title,,,,,A30 WLT5-28W DL,0,shopify,0,deny,manual,35,,true,true,,,
a30-wlt5-28w-ww,A30 WL MXT5-Y28W/C C/W WW,<p>A30 WL MXT5-Y28W/C C/W WW</p><table><tbody><tr><th>source row</th><td>4719</td></tr><tr><th>code</th><td>A30 WLT5-28W WW</td></tr><tr><th>description</th><td>A30 WL MXT5-Y28W/C C/W WW</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>8.7</td></tr><tr><th>retail price</th><td>35</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A30,"legacy-import, legacy-type-a30",true,Title,Default Title,,,,,A30 WLT5-28W WW,0,shopify,0,deny,manual,35,,true,true,,,
a30-wlt5-8w-dl,A30 WL MXT5-Y8W/C C/W DL,<p>A30 WL MXT5-Y8W/C C/W DL</p><table><tbody><tr><th>source row</th><td>4720</td></tr><tr><th>code</th><td>A30 WLT5-8W DL</td></tr><tr><th>description</th><td>A30 WL MXT5-Y8W/C C/W DL</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>5.37</td></tr><tr><th>retail price</th><td>21</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A30,"legacy-import, legacy-type-a30",true,Title,Default Title,,,,,A30 WLT5-8W DL,0,shopify,0,deny,manual,21,,true,true,,,
a30-wlt5-8w-ww,A30 WL MXT5-Y8W/C C/W WW,<p>A30 WL MXT5-Y8W/C C/W WW</p><table><tbody><tr><th>source row</th><td>4721</td></tr><tr><th>code</th><td>A30 WLT5-8W WW</td></tr><tr><th>description</th><td>A30 WL MXT5-Y8W/C C/W WW</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>28</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>5.37</td></tr><tr><th>retail price</th><td>10</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A30,"legacy-import, legacy-type-a30",true,Title,Default Title,,,,,A30 WLT5-8W WW,0,shopify,28,deny,manual,10,,true,true,,,
a31-hl81021-8l,A31 HL 81021/8L (8XE14),<p>A31 HL 81021/8L (8XE14)</p><table><tbody><tr><th>source row</th><td>4722</td></tr><tr><th>code</th><td>A31 HL81021/8L</td></tr><tr><th>description</th><td>A31 HL 81021/8L (8XE14)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>333</td></tr><tr><th>retail price</th><td>1055</td></tr><tr><th>w. sale price</th><td>525</td></tr></tbody></table>,,A31,"legacy-import, legacy-type-a31",true,Title,Default Title,,,,,A31 HL81021/8L,0,shopify,0,deny,manual,1055,,true,true,,,
a31-hl81088-6l-bk,A31 HL 81088/6L BK (6XE14),<p>A31 HL 81088/6L BK (6XE14)</p><table><tbody><tr><th>source row</th><td>4723</td></tr><tr><th>code</th><td>A31 HL81088/6L BK</td></tr><tr><th>description</th><td>A31 HL 81088/6L BK (6XE14)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>246</td></tr><tr><th>retail price</th><td>738</td></tr><tr><th>w. sale price</th><td>410</td></tr></tbody></table>,,A31,"legacy-import, legacy-type-a31",true,Title,Default Title,,,,,A31 HL81088/6L BK,0,shopify,0,deny,manual,738,,true,true,,,
a31-hl82345-6l-bk,A31 HL 82345/6L BK (6XE14),<p>A31 HL 82345/6L BK (6XE14)</p><table><tbody><tr><th>source row</th><td>4724</td></tr><tr><th>code</th><td>A31 HL82345/6L BK</td></tr><tr><th>description</th><td>A31 HL 82345/6L BK (6XE14)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>249</td></tr><tr><th>retail price</th><td>790</td></tr><tr><th>w. sale price</th><td>395</td></tr></tbody></table>,,A31,"legacy-import, legacy-type-a31",true,Title,Default Title,,,,,A31 HL82345/6L BK,0,shopify,0,deny,manual,790,,true,true,,,
a31-hl82345a-6-cop,A31 HL 82345A/6 COPPER,<p>A31 HL 82345A/6 COPPER</p><table><tbody><tr><th>source row</th><td>4725</td></tr><tr><th>code</th><td>A31 HL82345A/6 COP</td></tr><tr><th>description</th><td>A31 HL 82345A/6 COPPER</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>249</td></tr><tr><th>retail price</th><td>790</td></tr><tr><th>w. sale price</th><td>395</td></tr></tbody></table>,,A31,"legacy-import, legacy-type-a31",true,Title,Default Title,,,,,A31 HL82345A/6 COP,0,shopify,0,deny,manual,790,,true,true,,,
a31-hl83117-6l-bk,A31 HL 83117/6L BK (6XE14),<p>A31 HL 83117/6L BK (6XE14)</p><table><tbody><tr><th>source row</th><td>4726</td></tr><tr><th>code</th><td>A31 HL83117/6L BK</td></tr><tr><th>description</th><td>A31 HL 83117/6L BK (6XE14)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>276</td></tr><tr><th>retail price</th><td>990</td></tr><tr><th>w. sale price</th><td>460</td></tr></tbody></table>,,A31,"legacy-import, legacy-type-a31",true,Title,Default Title,,,,,A31 HL83117/6L BK,0,shopify,0,deny,manual,990,,true,true,,,
a31-hl83119-6l-bk,A31 HL 83119/6L BK (6XE14),<p>A31 HL 83119/6L BK (6XE14)</p><table><tbody><tr><th>source row</th><td>4727</td></tr><tr><th>code</th><td>A31 HL83119/6L BK</td></tr><tr><th>description</th><td>A31 HL 83119/6L BK (6XE14)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>255</td></tr><tr><th>retail price</th><td>820</td></tr><tr><th>w. sale price</th><td>425</td></tr></tbody></table>,,A31,"legacy-import, legacy-type-a31",true,Title,Default Title,,,,,A31 HL83119/6L BK,0,shopify,0,deny,manual,820,,true,true,,,
a31-hl83158-6-3l,A31 HL83158/6-3L,<p>A31 HL83158/6-3L</p><table><tbody><tr><th>source row</th><td>4728</td></tr><tr><th>code</th><td>A31 HL83158/6-3L</td></tr><tr><th>description</th><td>A31 HL83158/6-3L</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>621</td></tr><tr><th>retail price</th><td>2580</td></tr><tr><th>w. sale price</th><td>1250</td></tr></tbody></table>,,A31,"legacy-import, legacy-type-a31",true,Title,Default Title,,,,,A31 HL83158/6-3L,0,shopify,0,deny,manual,2580,,true,true,,,
a31-hl83167-6l,A31 HL83167/6L,<p>A31 HL83167/6L</p><table><tbody><tr><th>source row</th><td>4729</td></tr><tr><th>code</th><td>A31 HL83167/6L</td></tr><tr><th>description</th><td>A31 HL83167/6L</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>552</td></tr><tr><th>retail price</th><td>1688</td></tr><tr><th>w. sale price</th><td>1100</td></tr></tbody></table>,,A31,"legacy-import, legacy-type-a31",true,Title,Default Title,,,,,A31 HL83167/6L,0,shopify,0,deny,manual,1688,,true,true,,,
a31-hl87040-6l,A31 HL87040/6L,<p>A31 HL87040/6L</p><table><tbody><tr><th>source row</th><td>4730</td></tr><tr><th>code</th><td>A31 HL87040/6L</td></tr><tr><th>description</th><td>A31 HL87040/6L</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>405</td></tr><tr><th>retail price</th><td>1212</td></tr><tr><th>w. sale price</th><td>800</td></tr></tbody></table>,,A31,"legacy-import, legacy-type-a31",true,Title,Default Title,,,,,A31 HL87040/6L,0,shopify,0,deny,manual,1212,,true,true,,,
a31-shade-black,A31 BLACK SHADE,<p>A31 BLACK SHADE</p><table><tbody><tr><th>source row</th><td>4731</td></tr><tr><th>code</th><td>A31 SHADE BLACK</td></tr><tr><th>description</th><td>A31 BLACK SHADE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>5</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>18.6</td></tr><tr><th>retail price</th><td>95</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A31,"legacy-import, legacy-type-a31",true,Title,Default Title,,,,,A31 SHADE BLACK,0,shopify,5,deny,manual,95,,true,true,,,
a31-shade-crystal,A31 L-01CRYSTAL SHADE,<p>A31 L-01CRYSTAL SHADE</p><table><tbody><tr><th>source row</th><td>4732</td></tr><tr><th>code</th><td>A31 SHADE CRYSTAL</td></tr><tr><th>description</th><td>A31 L-01CRYSTAL SHADE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>38</td></tr><tr><th>rlf</th><td>2</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>27</td></tr><tr><th>retail price</th><td>135</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A31,"legacy-import, legacy-type-a31",true,Title,Default Title,,,,,A31 SHADE CRYSTAL,0,shopify,38,deny,manual,135,,true,true,,,
a31-shade-gold,A31 GOLD SHADE,<p>A31 GOLD SHADE</p><table><tbody><tr><th>source row</th><td>4733</td></tr><tr><th>code</th><td>A31 SHADE GOLD</td></tr><tr><th>description</th><td>A31 GOLD SHADE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>11</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>18.6</td></tr><tr><th>retail price</th><td>95</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A31,"legacy-import, legacy-type-a31",true,Title,Default Title,,,,,A31 SHADE GOLD,0,shopify,11,deny,manual,95,,true,true,,,
a31-shade-silver,A31 SILVER SHADE,<p>A31 SILVER SHADE</p><table><tbody><tr><th>source row</th><td>4734</td></tr><tr><th>code</th><td>A31 SHADE SILVER</td></tr><tr><th>description</th><td>A31 SILVER SHADE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>15</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>18.6</td></tr><tr><th>retail price</th><td>95</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A31,"legacy-import, legacy-type-a31",true,Title,Default Title,,,,,A31 SHADE SILVER,0,shopify,15,deny,manual,95,,true,true,,,
a32-chain-m,A32 CHAIN/METRE (FOR A32 HL6047/8),<p>A32 CHAIN/METRE (FOR A32 HL6047/8)</p><table><tbody><tr><th>source row</th><td>4735</td></tr><tr><th>code</th><td>A32 CHAIN/M</td></tr><tr><th>description</th><td>A32 CHAIN/METRE (FOR A32 HL6047/8)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>10</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>6.9</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32, legacy-zero-retail",false,Title,Default Title,,,,,A32 CHAIN/M,0,shopify,10,deny,manual,0,,true,true,,,
a32-chain-m-bk,A32 CHAIN/METRE BLACK,<p>A32 CHAIN/METRE BLACK</p><table><tbody><tr><th>source row</th><td>4736</td></tr><tr><th>code</th><td>A32 CHAIN/M BK</td></tr><tr><th>description</th><td>A32 CHAIN/METRE BLACK</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32, legacy-dead-stock",false,Title,Default Title,,,,,A32 CHAIN/M BK,0,shopify,0,deny,manual,0,,true,true,,,
a32-hl4040-5-bk,A32 HL MD4040/5 BK (5XE14),<p>A32 HL MD4040/5 BK (5XE14)</p><table><tbody><tr><th>source row</th><td>4737</td></tr><tr><th>code</th><td>A32 HL4040/5 BK</td></tr><tr><th>description</th><td>A32 HL MD4040/5 BK (5XE14)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>123</td></tr><tr><th>retail price</th><td>545</td></tr><tr><th>w. sale price</th><td>250</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32",true,Title,Default Title,,,,,A32 HL4040/5 BK,0,shopify,0,deny,manual,545,,true,true,,,
a32-hl4040-5-red,A32 HL 4040/5 RED (5XE14),<p>A32 HL 4040/5 RED (5XE14)</p><table><tbody><tr><th>source row</th><td>4738</td></tr><tr><th>code</th><td>A32 HL4040/5 RED</td></tr><tr><th>description</th><td>A32 HL 4040/5 RED (5XE14)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>123</td></tr><tr><th>retail price</th><td>545</td></tr><tr><th>w. sale price</th><td>250</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32",true,Title,Default Title,,,,,A32 HL4040/5 RED,0,shopify,0,deny,manual,545,,true,true,,,
a32-hl4040-8-bk,A32 HL 4040/8 BK (8XE14),<p>A32 HL 4040/8 BK (8XE14)</p><table><tbody><tr><th>source row</th><td>4739</td></tr><tr><th>code</th><td>A32 HL4040/8 BK</td></tr><tr><th>description</th><td>A32 HL 4040/8 BK (8XE14)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>1</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>153</td></tr><tr><th>retail price</th><td>720</td></tr><tr><th>w. sale price</th><td>310</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32",true,Title,Default Title,,,,,A32 HL4040/8 BK,0,shopify,1,deny,manual,720,,true,true,,,
a32-hl6031-6-amb,A32 HL MD6031/6 AMBER (6XE14),<p>A32 HL MD6031/6 AMBER (6XE14)</p><table><tbody><tr><th>source row</th><td>4740</td></tr><tr><th>code</th><td>A32 HL6031/6 AMB</td></tr><tr><th>description</th><td>A32 HL MD6031/6 AMBER (6XE14)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>111</td></tr><tr><th>retail price</th><td>590</td></tr><tr><th>w. sale price</th><td>268</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32",true,Title,Default Title,,,,,A32 HL6031/6 AMB,0,shopify,0,deny,manual,590,,true,true,,,
a32-hl6031-8-amb,A32 HL 6031/8 AMBER,<p>A32 HL 6031/8 AMBER</p><table><tbody><tr><th>source row</th><td>4741</td></tr><tr><th>code</th><td>A32 HL6031/8 AMB</td></tr><tr><th>description</th><td>A32 HL 6031/8 AMBER</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>150</td></tr><tr><th>retail price</th><td>750</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32",true,Title,Default Title,,,,,A32 HL6031/8 AMB,0,shopify,0,deny,manual,750,,true,true,,,
a32-hl6032-8-1-bk,A32 HL 6032/8+4 BK (9XE14),<p>A32 HL 6032/8+4 BK (9XE14)</p><table><tbody><tr><th>source row</th><td>4742</td></tr><tr><th>code</th><td>A32 HL6032/8+1 BK</td></tr><tr><th>description</th><td>A32 HL 6032/8+4 BK (9XE14)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>189</td></tr><tr><th>retail price</th><td>795</td></tr><tr><th>w. sale price</th><td>315</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32",true,Title,Default Title,,,,,A32 HL6032/8+1 BK,0,shopify,0,deny,manual,795,,true,true,,,
a32-hl6047-6,A32 HL MD6047/6,<p>A32 HL MD6047/6</p><table><tbody><tr><th>source row</th><td>4743</td></tr><tr><th>code</th><td>A32 HL6047/6</td></tr><tr><th>description</th><td>A32 HL MD6047/6</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>117</td></tr><tr><th>retail price</th><td>590</td></tr><tr><th>w. sale price</th><td>210</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32",true,Title,Default Title,,,,,A32 HL6047/6,0,shopify,0,deny,manual,590,,true,true,,,
a32-hl6047-8,A32 HL MD6047/8,<p>A32 HL MD6047/8</p><table><tbody><tr><th>source row</th><td>4744</td></tr><tr><th>code</th><td>A32 HL6047/8</td></tr><tr><th>description</th><td>A32 HL MD6047/8</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>159</td></tr><tr><th>retail price</th><td>750</td></tr><tr><th>w. sale price</th><td>290</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32",true,Title,Default Title,,,,,A32 HL6047/8,0,shopify,0,deny,manual,750,,true,true,,,
